TIP_DOCUM_CLI|COD_DOCUM_CLI
RUC|20541136178
RUC|20541167308
RUC|20541176048
RUC|20541190385
RUC|20541203207
RUC|20541223143
RUC|20541259768
RUC|20541313568
RUC|20541322982
RUC|20541341774
RUC|20541344102
RUC|20541363662
RUC|20541370448
RUC|20541417851
RUC|20541424637
RUC|20541448579
RUC|20541501216
RUC|20541505041
RUC|20541515195
RUC|20541520946
RUC|20541524003
RUC|20541588311
RUC|20541593749
RUC|20541597574
RUC|20541601199
RUC|20541602918
RUC|20541616544
RUC|20541629522
RUC|20541638271
RUC|20541656503
RUC|20541668854
RUC|20541670751
RUC|20541686321
RUC|20541709470
RUC|20541730321
RUC|20541739204
RUC|20542000482
RUC|20542003155
RUC|20542020751
RUC|20542025809
RUC|20542106639
RUC|20542111632
RUC|20542139308
RUC|20542159244
RUC|20542178460
RUC|20542178974
RUC|20542201976
RUC|20542210614
RUC|20542211424
RUC|20542215764
RUC|20542238624
RUC|20542240017
RUC|20542242656
RUC|20542252376
RUC|20542267217
RUC|20542268370
RUC|20542284065
RUC|20542354705
RUC|20542384108
RUC|20542411351
RUC|20542456702
RUC|20542466171
RUC|20542469782
RUC|20542531097
RUC|20542537371
RUC|20542579375
RUC|20542582325
RUC|20542605716
RUC|20542630583
RUC|20542696762
RUC|20542848538
RUC|20542859815
RUC|20542902338
RUC|20543000346
RUC|20543012603
RUC|20543017079
RUC|20543018806
RUC|20543022153
RUC|20543029832
RUC|20543035051
RUC|20543046095
RUC|20543054781
RUC|20543060918
RUC|20543062538
RUC|20543065634
RUC|20543079775
RUC|20543100995
RUC|20543102939
RUC|20543122379
RUC|20543134971
RUC|20543137724
RUC|20543141241
RUC|20543141675
RUC|20543156940
RUC|20543174255
RUC|20543190617
RUC|20543196577
RUC|20543198197
RUC|20543211045
RUC|20543243915
RUC|20543271706
RUC|20543272931
RUC|20543297501
RUC|20543302784
RUC|20543320251
RUC|20543329046
RUC|20543346307
RUC|20543351483
RUC|20543353427
RUC|20543379906
RUC|20543380742
RUC|20543399761
RUC|20543408345
RUC|20543422097
RUC|20543424201
RUC|20543436713
RUC|20543437442
RUC|20543489086
RUC|20543496457
RUC|20543511197
RUC|20543518957
RUC|20543546730
RUC|20543548601
RUC|20543586871
RUC|20543597211
RUC|20543597563
RUC|20543603555
RUC|20543613780
RUC|20543616967
RUC|20543617009
RUC|20543648575
RUC|20543661245
RUC|20543709388
RUC|20543725821
RUC|20543747557
RUC|20543755908
RUC|20543786455
RUC|20543805263
RUC|20543811662
RUC|20543825612
RUC|20543861333
RUC|20543936872
RUC|20543951910
RUC|20543978443
RUC|20543997316
RUC|20544032837
RUC|20544033485
RUC|20544110650
RUC|20544119525
RUC|20544124448
RUC|20544143663
RUC|20544150104
RUC|20544179421
RUC|20544188179
RUC|20544227506
RUC|20544229118
RUC|20544237994
RUC|20544244184
RUC|20544250745
RUC|20544254228
RUC|20544260627
RUC|20544264452
RUC|20544296222
RUC|20544328523
RUC|20544345533
RUC|20544354958
RUC|20544357388
RUC|20544368312
RUC|20544436253
RUC|20544457331
RUC|20544465865
RUC|20544491866
RUC|20544511131
RUC|20544511301
RUC|20544513690
RUC|20544519469
RUC|20544527569
RUC|20544535669
RUC|20544568834
RUC|20544589670
RUC|20544590929
RUC|20544604652
RUC|20544612591
RUC|20544657004
RUC|20544657691
RUC|20544662423
RUC|20544668626
RUC|20544680081
RUC|20544711653
RUC|20544724551
RUC|20544740670
RUC|20544750471
RUC|20544751108
RUC|20544761081
RUC|20544782836
RUC|20544822561
RUC|20544852397
RUC|20544859308
RUC|20544889631
RUC|20544894715
RUC|20544939328
RUC|20544980638
RUC|20544989007
RUC|20545033772
RUC|20545040710
RUC|20545045789
RUC|20545067596
RUC|20545081661
RUC|20545084687
RUC|20545085497
RUC|20545102502
RUC|20545137471
RUC|20545146976
RUC|20545151112
RUC|20545151546
RUC|20545178584
RUC|20545179556
RUC|20545213169
RUC|20545232970
RUC|20545238749
RUC|20545249511
RUC|20545250871
RUC|20545288762
RUC|20545292441
RUC|20545293171
RUC|20545325471
RUC|20545331528
RUC|20545335868
RUC|20545336244
RUC|20545357594
RUC|20545386934
RUC|20545409578
RUC|20545456495
RUC|20545466881
RUC|20545471532
RUC|20545481333
RUC|20545498571
RUC|20545516811
RUC|20545526965
RUC|20545544602
RUC|20545565600
RUC|20545578175
RUC|20545583764
RUC|20545588995
RUC|20545604354
RUC|20545613698
RUC|20545625271
RUC|20545639735
RUC|20545648998
RUC|20545650623
RUC|20545657555
RUC|20545668590
RUC|20545672431
RUC|20545712084
RUC|20545729211
RUC|20545757428
RUC|20545759129
RUC|20545774519
RUC|20545781728
RUC|20545786959
RUC|20545792258
RUC|20545794200
RUC|20545889413
RUC|20545889685
RUC|20545890004
RUC|20545891078
RUC|20545915783
RUC|20545948444
RUC|20545966931
RUC|20546009093
RUC|20546016898
RUC|20546048404
RUC|20546051456
RUC|20546067531
RUC|20546104916
RUC|20546107184
RUC|20546115446
RUC|20546116761
RUC|20546119603
RUC|20546140980
RUC|20546146325
RUC|20546164226
RUC|20546184502
RUC|20546192947
RUC|20546290795
RUC|20546292658
RUC|20546294782
RUC|20546304338
RUC|20546306381
RUC|20546315615
RUC|20546344551
RUC|20546344712
RUC|20546351506
RUC|20546391800
RUC|20546393683
RUC|20546394655
RUC|20546456600
RUC|20546459455
RUC|20546468101
RUC|20546520545
RUC|20546593933
RUC|20546618511
RUC|20546650082
RUC|20546690971
RUC|20546696589
RUC|20546699332
RUC|20546717179
RUC|20546719465
RUC|20546747248
RUC|20546770495
RUC|20546783716
RUC|20546800661
RUC|20546809707
RUC|20546810462
RUC|20546827942
RUC|20546833594
RUC|20546846904
RUC|20546847897
RUC|20546869351
RUC|20546876722
RUC|20546885713
RUC|20546906818
RUC|20546918310
RUC|20546921701
RUC|20546936211
RUC|20546975895
RUC|20547003340
RUC|20547012411
RUC|20547019858
RUC|20547022051
RUC|20547041276
RUC|20547053525
RUC|20547077467
RUC|20547109334
RUC|20547110189
RUC|20547111665
RUC|20547132824
RUC|20547165161
RUC|20547170246
RUC|20547207344
RUC|20547209126
RUC|20547234236
RUC|20547236018
RUC|20547261390
RUC|20547273304
RUC|20547317441
RUC|20547356340
RUC|20547385871
RUC|20547438583
RUC|20547439636
RUC|20547440995
RUC|20547473222
RUC|20547477139
RUC|20547490402
RUC|20547522371
RUC|20547529970
RUC|20547545827
RUC|20547546041
RUC|20547555202
RUC|20547557671
RUC|20547577435
RUC|20547594364
RUC|20547648715
RUC|20547701209
RUC|20547707665
RUC|20547728662
RUC|20547746997
RUC|20547772211
RUC|20547823819
RUC|20547835400
RUC|20547845201
RUC|20547849371
RUC|20547856822
RUC|20547901399
RUC|20547916744
RUC|20547921586
RUC|20547939876
RUC|20547954832
RUC|20547980329
RUC|20547989547
RUC|20547989890
RUC|20547992335
RUC|20547994974
RUC|20548013608
RUC|20548028621
RUC|20548034435
RUC|20548046956
RUC|20548060941
RUC|20548072795
RUC|20548080461
RUC|20548091234
RUC|20548106363
RUC|20548112096
RUC|20548123616
RUC|20548138214
RUC|20548139296
RUC|20548141517
RUC|20548179832
RUC|20548182973
RUC|20548187002
RUC|20548194475
RUC|20548204969
RUC|20548210772
RUC|20548221626
RUC|20548226938
RUC|20548228396
RUC|20548229449
RUC|20548233471
RUC|20548240418
RUC|20548254044
RUC|20548260958
RUC|20548301140
RUC|20548308152
RUC|20548316171
RUC|20548340803
RUC|20548347301
RUC|20548364818
RUC|20548367248
RUC|20548368139
RUC|20548369968
RUC|20548372594
RUC|20548377634
RUC|20548383871
RUC|20548388750
RUC|20548407991
RUC|20548412219
RUC|20548417105
RUC|20548426431
RUC|20548433488
RUC|20548437475
RUC|20548442631
RUC|20548464871
RUC|20548476535
RUC|20548489190
RUC|20548526222
RUC|20548532117
RUC|20548543151
RUC|20548545286
RUC|20548571104
RUC|20548581673
RUC|20548601453
RUC|20548611688
RUC|20548614199
RUC|20548623694
RUC|20548629544
RUC|20548630801
RUC|20548643962
RUC|20548674094
RUC|20548677271
RUC|20548678243
RUC|20548701679
RUC|20548704261
RUC|20548705151
RUC|20548708096
RUC|20548710074
RUC|20548733015
RUC|20548734844
RUC|20548738165
RUC|20548750530
RUC|20548765481
RUC|20548830053
RUC|20548841250
RUC|20548841501
RUC|20548845832
RUC|20548849315
RUC|20548871591
RUC|20548897719
RUC|20548898448
RUC|20548909237
RUC|20548939497
RUC|20548955182
RUC|20548959412
RUC|20548959765
RUC|20548960771
RUC|20548963100
RUC|20548975884
RUC|20549031545
RUC|20549034137
RUC|20549041699
RUC|20549100377
RUC|20549103554
RUC|20549109161
RUC|20549129863
RUC|20549174061
RUC|20549196978
RUC|20549233253
RUC|20549240381
RUC|20549255818
RUC|20549264566
RUC|20549265961
RUC|20549274871
RUC|20549288821
RUC|20549328807
RUC|20549335684
RUC|20549352856
RUC|20549359869
RUC|20549365087
RUC|20549366563
RUC|20549376879
RUC|20549384111
RUC|20549404911
RUC|20549409556
RUC|20549467831
RUC|20549475851
RUC|20549513612
RUC|20549516042
RUC|20549520406
RUC|20549544682
RUC|20549545573
RUC|20549559019
RUC|20549576029
RUC|20549593624
RUC|20549603794
RUC|20549622748
RUC|20549630848
RUC|20549641700
RUC|20549655166
RUC|20549658696
RUC|20549672681
RUC|20549707573
RUC|20549708979
RUC|20549714944
RUC|20549721134
RUC|20549725555
RUC|20549731016
RUC|20549750070
RUC|20549776206
RUC|20549781463
RUC|20549809228
RUC|20549856064
RUC|20549902601
RUC|20549916229
RUC|20549935797
RUC|20549985387
RUC|20549992162
RUC|20550008671
RUC|20550010900
RUC|20550019010
RUC|20550026903
RUC|20550061563
RUC|20550088330
RUC|20550100054
RUC|20550126363
RUC|20550178169
RUC|20550184568
RUC|20550205409
RUC|20550211719
RUC|20550233283
RUC|20550233950
RUC|20550243599
RUC|20550258197
RUC|20550270308
RUC|20550305535
RUC|20550325641
RUC|20550340101
RUC|20550343461
RUC|20550347963
RUC|20550358906
RUC|20550362253
RUC|20550401330
RUC|20550432561
RUC|20550452325
RUC|20550456746
RUC|20550480370
RUC|20550480531
RUC|20550481007
RUC|20550496969
RUC|20550506948
RUC|20550524504
RUC|20550540372
RUC|20550570441
RUC|20550575168
RUC|20550580919
RUC|20550597056
RUC|20550600456
RUC|20550610176
RUC|20550612209
RUC|20550654203
RUC|20550675898
RUC|20550683998
RUC|20550692121
RUC|20550696038
RUC|20550718619
RUC|20550735386
RUC|20550742242
RUC|20550754259
RUC|20550759056
RUC|20550781736
RUC|20550796253
RUC|20550822432
RUC|20550845645
RUC|20550899737
RUC|20550987784
RUC|20550992516
RUC|20550992940
RUC|20550997071
RUC|20551028641
RUC|20551047351
RUC|20551049133
RUC|20551080308
RUC|20551088899
RUC|20551106897
RUC|20551154867
RUC|20551157611
RUC|20551164404
RUC|20551168906
RUC|20551172687
RUC|20551210287
RUC|20551214941
RUC|20551219233
RUC|20551233066
RUC|20551235191
RUC|20551245749
RUC|20551247440
RUC|20551261353
RUC|20551270697
RUC|20551281541
RUC|20551300600
RUC|20551311555
RUC|20551378463
RUC|20551379192
RUC|20551413803
RUC|20551446051
RUC|20551452884
RUC|20551456791
RUC|20551464971
RUC|20551481809
RUC|20551496156
RUC|20551503462
RUC|20551529691
RUC|20551537286
RUC|20551554610
RUC|20551555187
RUC|20551582079
RUC|20551603335
RUC|20551628087
RUC|20551629563
RUC|20551679072
RUC|20551689035
RUC|20551701264
RUC|20551709320
RUC|20551715303
RUC|20551739661
RUC|20551741053
RUC|20551770312
RUC|20551798241
RUC|20551827446
RUC|20551848010
RUC|20551874444
RUC|20551893406
RUC|20551931189
RUC|20551963544
RUC|20551964940
RUC|20551968856
RUC|20551972616
RUC|20551973850
RUC|20551989934
RUC|20552013825
RUC|20552052481
RUC|20552064811
RUC|20552071787
RUC|20552083955
RUC|20552100558
RUC|20552101287
RUC|20552101520
RUC|20552111754
RUC|20552137800
RUC|20552144504
RUC|20552150067
RUC|20552165099
RUC|20552185286
RUC|20552213328
RUC|20552215967
RUC|20552244045
RUC|20552250525
RUC|20552259409
RUC|20552270127
RUC|20552275862
RUC|20552276834
RUC|20552303238
RUC|20552309511
RUC|20552349815
RUC|20552362838
RUC|20552369336
RUC|20552370342
RUC|20552370776
RUC|20552371403
RUC|20552379307
RUC|20552380577
RUC|20552386265
RUC|20552417837
RUC|20552421788
RUC|20552430850
RUC|20552445377
RUC|20552477147
RUC|20552480440
RUC|20552519249
RUC|20552528078
RUC|20552532938
RUC|20552553421
RUC|20552603975
RUC|20552645546
RUC|20552691734
RUC|20552696965
RUC|20552706359
RUC|20552706944
RUC|20552764804
RUC|20552773200
RUC|20552789971
RUC|20552813511
RUC|20552826842
RUC|20552834781
RUC|20552853815
RUC|20552854897
RUC|20552861320
RUC|20552878303
RUC|20552881606
RUC|20552895496
RUC|20552905556
RUC|20552914466
RUC|20552926391
RUC|20552945698
RUC|20552954689
RUC|20552956037
RUC|20553005851
RUC|20553013446
RUC|20553033471
RUC|20553072370
RUC|20553079544
RUC|20553081280
RUC|20553114552
RUC|20553125325
RUC|20553133778
RUC|20553153451
RUC|20553157286
RUC|20553180776
RUC|20553191115
RUC|20553191468
RUC|20553214344
RUC|20553247439
RUC|20553266905
RUC|20553276021
RUC|20553279985
RUC|20553300852
RUC|20553303282
RUC|20553326223
RUC|20553337691
RUC|20553356131
RUC|20553365636
RUC|20553366012
RUC|20553399379
RUC|20553408386
RUC|20553426791
RUC|20553448507
RUC|20553465851
RUC|20553496064
RUC|20553497974
RUC|20553503028
RUC|20553504857
RUC|20553537941
RUC|20553543755
RUC|20553564671
RUC|20553579946
RUC|20553583978
RUC|20553585326
RUC|20553616493
RUC|20553635871
RUC|20553638543
RUC|20553639515
RUC|20553653691
RUC|20553655049
RUC|20553663653
RUC|20553674779
RUC|20553681392
RUC|20553686602
RUC|20553701504
RUC|20553709408
RUC|20553720479
RUC|20553727210
RUC|20553727562
RUC|20553748641
RUC|20553770654
RUC|20553787891
RUC|20553790175
RUC|20553863156
RUC|20553871337
RUC|20553882967
RUC|20553885800
RUC|20553898880
RUC|20553902313
RUC|20553986401
RUC|20553998248
RUC|20554061380
RUC|20554074953
RUC|20554083863
RUC|20554085131
RUC|20554086374
RUC|20554114921
RUC|20554120220
RUC|20554134956
RUC|20554135251
RUC|20554142118
RUC|20554163891
RUC|20554187995
RUC|20554194002
RUC|20554201220
RUC|20554213074
RUC|20554217657
RUC|20554220879
RUC|20554238573
RUC|20554247050
RUC|20554267247
RUC|20554282637
RUC|20554291547
RUC|20554308610
RUC|20554312641
RUC|20554337636
RUC|20554341668
RUC|20554376534
RUC|20554423630
RUC|20554428275
RUC|20554432469
RUC|20554455833
RUC|20554456643
RUC|20554479694
RUC|20554480943
RUC|20554488332
RUC|20554495975
RUC|20554524746
RUC|20554536167
RUC|20554546472
RUC|20554555897
RUC|20554580221
RUC|20554595333
RUC|20554610588
RUC|20554611126
RUC|20554612289
RUC|20554635653
RUC|20554642510
RUC|20554650458
RUC|20554666613
RUC|20554686991
RUC|20554716572
RUC|20554721576
RUC|20554740953
RUC|20554742573
RUC|20554751131
RUC|20554785388
RUC|20554785469
RUC|20554788999
RUC|20554789456
RUC|20554790381
RUC|20554790624
RUC|20554795341
RUC|20554827307
RUC|20554851356
RUC|20554854371
RUC|20554908722
RUC|20554910549
RUC|20554911782
RUC|20554917713
RUC|20554935371
RUC|20554968971
RUC|20554970525
RUC|20554990631
RUC|20554991875
RUC|20554997563
RUC|20555009080
RUC|20555023589
RUC|20555053577
RUC|20555068922
RUC|20555076518
RUC|20555094761
RUC|20555097868
RUC|20555111364
RUC|20555116081
RUC|20555126558
RUC|20555129573
RUC|20555135549
RUC|20555149680
RUC|20555161388
RUC|20555183861
RUC|20555187930
RUC|20555203307
RUC|20555228041
RUC|20555257652
RUC|20555270756
RUC|20555292300
RUC|20555300507
RUC|20555302038
RUC|20555314711
RUC|20555352990
RUC|20555356804
RUC|20555375183
RUC|20555379847
RUC|20555383101
RUC|20555391464
RUC|20555401109
RUC|20555410272
RUC|20555429534
RUC|20555432322
RUC|20555435186
RUC|20555439921
RUC|20555448750
RUC|20555460296
RUC|20555469595
RUC|20555474912
RUC|20555484390
RUC|20555491680
RUC|20555507357
RUC|20555520884
RUC|20555529598
RUC|20555562021
RUC|20555591803
RUC|20555612142
RUC|20555636246
RUC|20555659963
RUC|20555672986
RUC|20555691859
RUC|20555696737
RUC|20555702991
RUC|20555703296
RUC|20555711981
RUC|20555718218
RUC|20555728108
RUC|20555757469
RUC|20555759836
RUC|20555809361
RUC|20555816147
RUC|20555827696
RUC|20555828072
RUC|20555832428
RUC|20555881801
RUC|20555901179
RUC|20555907886
RUC|20555928298
RUC|20555929936
RUC|20555936801
RUC|20555937017
RUC|20555938251
RUC|20555940158
RUC|20555944901
RUC|20555959509
RUC|20555974991
RUC|20555995301
RUC|20556000825
RUC|20556007242
RUC|20556012912
RUC|20556017477
RUC|20556026891
RUC|20556031976
RUC|20556041424
RUC|20556048518
RUC|20556052540
RUC|20556062855
RUC|20556065285
RUC|20556087092
RUC|20556117935
RUC|20556142611
RUC|20556146790
RUC|20556196894
RUC|20556200328
RUC|20556215783
RUC|20556230821
RUC|20556253529
RUC|20556256897
RUC|20556266426
RUC|20556278947
RUC|20556285561
RUC|20556298620
RUC|20556344672
RUC|20556355950
RUC|20556378658
RUC|20556393533
RUC|20556396478
RUC|20556399493
RUC|20556426300
RUC|20556429741
RUC|20556443735
RUC|20556463256
RUC|20556485144
RUC|20556493597
RUC|20556513377
RUC|20556536661
RUC|20556555452
RUC|20556575721
RUC|20556578746
RUC|20556604330
RUC|20556645281
RUC|20556653110
RUC|20556688681
RUC|20556712493
RUC|20556746126
RUC|20556783323
RUC|20556788805
RUC|20556801089
RUC|20556828793
RUC|20556896799
RUC|20556941417
RUC|20557017179
RUC|20557030191
RUC|20557031325
RUC|20557041550
RUC|20557056239
RUC|20557057804
RUC|20557066978
RUC|20557071203
RUC|20557104578
RUC|20557106783
RUC|20557144448
RUC|20557153196
RUC|20557175084
RUC|20557183770
RUC|20557184822
RUC|20557194976
RUC|20557207466
RUC|20557209167
RUC|20557209752
RUC|20557221299
RUC|20557231413
RUC|20557253221
RUC|20557280970
RUC|20557298836
RUC|20557302299
RUC|20557309200
RUC|20557323377
RUC|20557333763
RUC|20557337165
RUC|20557341863
RUC|20557395874
RUC|20557403648
RUC|20557418751
RUC|20557425889
RUC|20557433393
RUC|20557440411
RUC|20557443437
RUC|20557448749
RUC|20557460871
RUC|20557478575
RUC|20557501810
RUC|20557513664
RUC|20557528939
RUC|20557531565
RUC|20557544462
RUC|20557553615
RUC|20557564811
RUC|20557568213
RUC|20557576747
RUC|20557583441
RUC|20557591207
RUC|20557594214
RUC|20557594991
RUC|20557609939
RUC|20557613294
RUC|20557654560
RUC|20557655299
RUC|20557663470
RUC|20557670417
RUC|20557675991
RUC|20557696301
RUC|20557733435
RUC|20557764314
RUC|20557769626
RUC|20557777301
RUC|20557797328
RUC|20557800647
RUC|20557810871
RUC|20557820087
RUC|20557840436
RUC|20557843532
RUC|20557887661
RUC|20557890611
RUC|20557934503
RUC|20557942191
RUC|20557960091
RUC|20557967428
RUC|20557973665
RUC|20557980106
RUC|20557981412
RUC|20557984357
RUC|20558004992
RUC|20558005026
RUC|20558011425
RUC|20558066084
RUC|20558078848
RUC|20558088215
RUC|20558099845
RUC|20558111055
RUC|20558115557
RUC|20558118815
RUC|20558135159
RUC|20558145201
RUC|20558154536
RUC|20558155346
RUC|20558205033
RUC|20558259125
RUC|20558348225
RUC|20558349892
RUC|20558351790
RUC|20558368331
RUC|20558562651
RUC|20558603608
RUC|20558628937
RUC|20558667916
RUC|20558693089
RUC|20558698048
RUC|20558733722
RUC|20558890828
RUC|20559087450
RUC|20559088006
RUC|20559100731
RUC|20559106934
RUC|20559111938
RUC|20559120929
RUC|20559133664
RUC|20559143112
RUC|20559155391
RUC|20559225437
RUC|20559228029
RUC|20559248569
RUC|20559253643
RUC|20559261824
RUC|20559273750
RUC|20559274641
RUC|20559281183
RUC|20559291499
RUC|20559333671
RUC|20559518884
RUC|20559526046
RUC|20559547477
RUC|20559554503
RUC|20559612805
RUC|20559625613
RUC|20559640175
RUC|20559652777
RUC|20559656926
RUC|20559664431
RUC|20559674151
RUC|20559680631
RUC|20559686833
RUC|20559698416
RUC|20559762955
RUC|20559768562
RUC|20559768996
RUC|20559778100
RUC|20559778282
RUC|20559800717
RUC|20559802680
RUC|20559825892
RUC|20559836584
RUC|20559852865
RUC|20559870090
RUC|20559876616
RUC|20559894941
RUC|20559924106
RUC|20559925170
RUC|20559932541
RUC|20559942937
RUC|20559949516
RUC|20559956644
RUC|20559987523
RUC|20559990401
RUC|20559992951
RUC|20559998720
RUC|20560000546
RUC|20560005262
RUC|20560029285
RUC|20560080124
RUC|20560082411
RUC|20560113740
RUC|20560123893
RUC|20560145358
RUC|20560147059
RUC|20560151323
RUC|20560165111
RUC|20560170620
RUC|20560191627
RUC|20560197072
RUC|20560202769
RUC|20560205199
RUC|20561113875
RUC|20561128635
RUC|20561137031
RUC|20561154474
RUC|20561169404
RUC|20561170241
RUC|20561181871
RUC|20561185949
RUC|20561208400
RUC|20561239542
RUC|20561241016
RUC|20561279099
RUC|20561286541
RUC|20561327328
RUC|20561343871
RUC|20561365092
RUC|20561379395
RUC|20561379638
RUC|20561386685
RUC|20561410578
RUC|20562608622
RUC|20562658484
RUC|20562668871
RUC|20562672711
RUC|20562678671
RUC|20562682512
RUC|20562706471
RUC|20562730690
RUC|20562743163
RUC|20562748637
RUC|20562779869
RUC|20562812661
RUC|20562813391
RUC|20562832182
RUC|20562836251
RUC|20562839608
RUC|20562845594
RUC|20562845756
RUC|20562852612
RUC|20562883259
RUC|20562890972
RUC|20562897128
RUC|20562916360
RUC|20562921282
RUC|20562927990
RUC|20562930788
RUC|20562949969
RUC|20562951190
RUC|20562991141
RUC|20562998315
RUC|20563005387
RUC|20563018799
RUC|20563028085
RUC|20563041693
RUC|20563043718
RUC|20563046903
RUC|20563053357
RUC|20563067811
RUC|20563068974
RUC|20563071681
RUC|20563077299
RUC|20563079828
RUC|20563088819
RUC|20563105411
RUC|20563115301
RUC|20563121611
RUC|20563124122
RUC|20563131765
RUC|20563135833
RUC|20563138425
RUC|20563142023
RUC|20563147688
RUC|20563148811
RUC|20563163292
RUC|20563186314
RUC|20563188953
RUC|20563204401
RUC|20563214547
RUC|20563219263
RUC|20563311402
RUC|20563315068
RUC|20563324300
RUC|20563354471
RUC|20563360446
RUC|20563361761
RUC|20563370085
RUC|20563371219
RUC|20563371642
RUC|20563373777
RUC|20563374234
RUC|20563374404
RUC|20563377331
RUC|20563468646
RUC|20563474531
RUC|20563477980
RUC|20563480697
RUC|20563495881
RUC|20563496267
RUC|20563499363
RUC|20563511916
RUC|20563520150
RUC|20563529378
RUC|20563563398
RUC|20563569752
RUC|20563575647
RUC|20563630257
RUC|20563632543
RUC|20563637421
RUC|20563648547
RUC|20563657538
RUC|20563663775
RUC|20563664666
RUC|20563690829
RUC|20563709601
RUC|20563714949
RUC|20563739771
RUC|20563747529
RUC|20563753928
RUC|20563775816
RUC|20563781972
RUC|20563794101
RUC|20563897415
RUC|20563917971
RUC|20563940523
RUC|20563951215
RUC|20563956284
RUC|20564016951
RUC|20564044904
RUC|20564058522
RUC|20564068081
RUC|20564084281
RUC|20564091490
RUC|20564134059
RUC|20564175596
RUC|20564203638
RUC|20564205843
RUC|20564215644
RUC|20564240754
RUC|20564240916
RUC|20564259773
RUC|20564270157
RUC|20564279961
RUC|20564297861
RUC|20564314031
RUC|20564315193
RUC|20564328848
RUC|20564376575
RUC|20564390993
RUC|20564401782
RUC|20564420221
RUC|20564447341
RUC|20564452263
RUC|20564458890
RUC|20564468933
RUC|20564497364
RUC|20564502546
RUC|20565209966
RUC|20565220854
RUC|20565231112
RUC|20565248945
RUC|20565272145
RUC|20565317939
RUC|20565337531
RUC|20565355512
RUC|20565361911
RUC|20565362721
RUC|20565402456
RUC|20565406109
RUC|20565413903
RUC|20565415515
RUC|20565434901
RUC|20565440544
RUC|20565442083
RUC|20565443993
RUC|20565451741
RUC|20565454171
RUC|20565487931
RUC|20565493079
RUC|20565512049
RUC|20565525531
RUC|20565531001
RUC|20565531779
RUC|20565543351
RUC|20565549392
RUC|20565572963
RUC|20565606027
RUC|20565612183
RUC|20565643143
RUC|20565668138
RUC|20565676742
RUC|20565692276
RUC|20565702841
RUC|20565727916
RUC|20565735188
RUC|20565744179
RUC|20565800184
RUC|20565808592
RUC|20565811208
RUC|20565812867
RUC|20565830768
RUC|20565853971
RUC|20565861132
RUC|20565874544
RUC|20565882725
RUC|20565895207
RUC|20565896190
RUC|20565951123
RUC|20565971744
RUC|20565990960
RUC|20566002729
RUC|20566006635
RUC|20566058783
RUC|20566090831
RUC|20566095395
RUC|20566115761
RUC|20566130646
RUC|20566134552
RUC|20566142067
RUC|20566158737
RUC|20566177791
RUC|20566185629
RUC|20566186609
RUC|20566189292
RUC|20566190541
RUC|20566203970
RUC|20566215048
RUC|20566215714
RUC|20566219035
RUC|20566229855
RUC|20566239061
RUC|20566273919
RUC|20566297770
RUC|20566331897
RUC|20566342317
RUC|20566380910
RUC|20566387761
RUC|20566413605
RUC|20566457564
RUC|20566472440
RUC|20566495733
RUC|20566507928
RUC|20566509033
RUC|20566522137
RUC|20566549507
RUC|20566554098
RUC|20566564565
RUC|20566573637
RUC|20566591619
RUC|20566598389
RUC|20566600031
RUC|20566607043
RUC|20567127045
RUC|20567158196
RUC|20567175791
RUC|20567209106
RUC|20567255809
RUC|20567258905
RUC|20567274005
RUC|20567287247
RUC|20567293301
RUC|20568025505
RUC|20568132689
RUC|20568159889
RUC|20568181540
RUC|20568192827
RUC|20568210230
RUC|20568238088
RUC|20568243162
RUC|20568244568
RUC|20568280793
RUC|20568326297
RUC|20568391439
RUC|20568414820
RUC|20568453647
RUC|20568464177
RUC|20568464509
RUC|20568470142
RUC|20568472862
RUC|20568500823
RUC|20568521588
RUC|20568527195
RUC|20568567499
RUC|20568616708
RUC|20568638183
RUC|20568730586
RUC|20568736355
RUC|20568738994
RUC|20568744889
RUC|20568745265
RUC|20568748442
RUC|20568756038
RUC|20568758910
RUC|20568764642
RUC|20568783353
RUC|20568818165
RUC|20568819056
RUC|20568827822
RUC|20568836490
RUC|20568872704
RUC|20568894180
RUC|20568897367
RUC|20568921411
RUC|20568943652
RUC|20568956045
RUC|20568970111
RUC|20569011320
RUC|20569035261
RUC|20569041580
RUC|20569070687
RUC|20569144982
RUC|20569148899
RUC|20569160597
RUC|20569169977
RUC|20569184186
RUC|20569194491
RUC|20569202001
RUC|20569235601
RUC|20569238537
RUC|20569278679
RUC|20569289522
RUC|20569293805
RUC|20570505271
RUC|20570512481
RUC|20570537807
RUC|20570594860
RUC|20570615701
RUC|20570616693
RUC|20570666526
RUC|20570675941
RUC|20570688171
RUC|20570690079
RUC|20570692799
RUC|20570693337
RUC|20570697910
RUC|20570706331
RUC|20570774337
RUC|20570802489
RUC|20570838670
RUC|20570858433
RUC|20570880285
RUC|20571217181
RUC|20571241723
RUC|20571273501
RUC|20571289769
RUC|20571299560
RUC|20571322995
RUC|20571343135
RUC|20571392349
RUC|20571395364
RUC|20571414091
RUC|20571416205
RUC|20571434017
RUC|20571504678
RUC|20571513588
RUC|20571516170
RUC|20571540046
RUC|20571588910
RUC|20572131751
RUC|20572147160
RUC|20572153305
RUC|20572189679
RUC|20572209297
RUC|20572210384
RUC|20572211861
RUC|20572217125
RUC|20572223362
RUC|20572241930
RUC|20573011555
RUC|20573061731
RUC|20573063865
RUC|20573070055
RUC|20573093853
